index,speaker,text,file
30,f,sorry yes yes the diamond mine we've just gone past ,q3nc1
31,g,right so we're down past the diamond mine ,q3nc1
32,f,yeah ,q3nc1
33,g,and along underneath the diamond mine ,q3nc1
34,f,yes ,q3nc1
35,g,along ,q3nc1
36,g,ehm could we ehm up we want to go north through the graveyard and round and a-- above the carved stones ,q3nc1
37,f,above the carved stones okay ,q3nc1
38,g,ehm straight down for a while ,q3nc1
39,g,do you have indian country ,q3nc1
40,f,yes ,q3nc1
41,g,do you indi-- ,q3nc1
42,f,i've also got a ravine below the carved stones ,q3nc1
43,g,right ,q3nc1
44,g,i don't have a ravine ,q3nc1
45,f,right okay ,q3nc1
46,g,right ,q3nc1
47,g,i want to go straight down ,q3nc1
48,f,i'll need to avoid that ,q3nc1
49,g,do you you have indian country ,q3nc1
50,f,yes got indian country ,q3nc1
51,g,ehm we want to go ehm we don't want to go underneath indian country we want to go above it ,q3nc1
52,f,right ,q3nc1
53,g,sort of d-- do you have a great rock ,q3nc1
54,f,yes got a great rock ,q3nc1
55,g,yeah ,q3nc1
56,g,you want to go between the indian country and the great rock and actually diagonally so you're underneath the great rock ,q3nc1
57,f,right ,q3nc1
58,f,so going down to indian country ,q3nc1
59,g,uh-huh ,q3nc1
60,g,and then up diagonally ,q3nc1
61,f,above indian country ,q3nc1
62,g,above indian country ,q3nc1
63,g,diagonally down to un-- h-- horizontally underneath the great rock ,q3nc1
64,f,okay ,q3nc1
65,g,okay i-- ,q3nc1
66,f,so beneath the great rock ,q3nc1
67,g,right beneath the great rock ,q3nc1
68,g,ehm you have the gold mine next ,q3nc1
69,f,yeah ,q3nc1
70,g,right ,q3nc1
71,g,ehm round above horizontally over above the gold mine ,q3nc1
72,f,okay ,q3nc1
73,g,and straight down ehm do ,q3nc1
74,g,do you have a trout farm ,q3nc1
75,f,yes i've got a trout farm ,q3nc1
76,g,uh-huh ,q3nc1
77,g,ehm a sort of south down and to horizontally along underneath the trout farm so you're going down and then along to the trout farm underneath the trout farm ,q3nc1
78,f,and then along to the trout farm ,q3nc1
79,f,okay ,q3nc1
80,g,do you have the cavalry ,q3nc1
81,f,no there's no cavalry on this map ,q3nc1
82,g,cavalry ,q3nc1
83,g,mm ehm underneath the trout farm i've got some ,q3nc1
84,g,so if you go ehm horizontally 'til about an inch from the end of the page ,q3nc1
85,f,right ,q3nc1
86,g,and straight down 'til about two inches from the bottom of the page ,q3nc1
87,g,do you have cattle stockade ,q3nc1
88,f,yes ,q3nc1
89,g,right ,q3nc1
90,g,straight down 'til you get to that and then underneath it ,q3nc1
91,f,right ,q3nc1
92,g,do you have bandit territory ,q3nc1
93,f,okay ,q3nc1
94,f,yes got a bandit territory ,q3nc1
95,g,right ,q3nc1
96,g,along ,q3nc1
97,g,eh af-- are you underneath the cattle stockade ,q3nc1
98,f,yes ,q3nc1
99,g,ehm if you go sort of up a sort of a t-- a hill ,q3nc1
100,f,have you got a ,q3nc1
101,f,have you got a parched river bed ,q3nc1
102,g,no i don't ,q3nc1
103,f,right i better not avoid that ,q3nc1
104,g,yeah ,q3nc1
105,g,but if you just just stay p-- we're just at the ,q3nc1
106,g,we're nearly finished ,q3nc1
107,g,ehm if you go under cattle stockade and then loop up slightly and then down under bandit territory ,q3nc1
108,f,right ,q3nc1
109,f,okay ,q3nc1
110,g,and up t-- eh up from bandit territory to finish ,q3nc1
111,f,i don't have a finish marked on mine ,q3nc1
112,g,right ,q3nc1
113,g,okay ehm bandit territory go to your left of bandit territory and just above it put a cross for finish ,q3nc1
114,f,right ,q3nc1
115,f,right ,q3nc1
116,f,so just above bandit territory ,q3nc1
117,g,ehm about well i'd say about eh an inch and a half left from bandit territory just above it ,q3nc1
118,f,okay ,q3nc1
119,g,that's where the finish is ,q3nc1
0,g,okay ,q4nc8
1,g,paul we're starting top left ,q4nc8
2,f,right you've got a diamond mine ,q4nc8
3,g,i've got a diamond mine ,q4nc8
4,f,okay ,q4nc8
5,g,"okay drop s-- straight down to the ""d"" of ",q4nc8
6,f,right that's okay right okay right ,q4nc8
7,g,okay ,q4nc8
8,g,this is very difficult ,q4nc8
9,g,"drop drop straight straight down the side of the diamond mine to to the ""d"" of diamond mine ",q4nc8
10,f,okay ,q4nc8
11,f,okay ,q4nc8
12,f,just below it ,q4nc8
13,g,just below it yeah ,q4nc8
14,g,and then you're going to go right drawing a line underneath diamond mine ,q4nc8
15,f,pen's ,q4nc8
16,f,hold on hold on my pen's run out oh no it's working ,q4nc8
17,g,okay you're going to draw you're going to underline diamond mine ,q4nc8
18,f,underline it right ,q4nc8
19,f,"so right underline it along to the ""e"" ",q4nc8
20,g,"und-- underline it un-- underline it along to the ""e"" ",q4nc8
21,f,of diamond ,q4nc8
22,f,pen's not working very well ,q4nc8
23,g,okay ,q4nc8
24,f,right ,q4nc8
25,g,"right and continue the line until you're until you're directly below the ""h"" of highest viewpoint ",q4nc8
26,f,of highest viewpoint ,q4nc8
27,f,right ,q4nc8
28,f,so i've just got an an east line a right-hand a line going thr-- to the right all the way from ,q4nc8
29,g,a line going ,q4nc8
30,g,"going to the right towards the ""h"" and stop at the ""h"" undernea-- under unde-- un-- no underneath the ""h"" don't ",q4nc8
31,f,okey-doke ,q4nc8
32,f,okay ,q4nc8
33,f,but i'm out ,q4nc8
34,g,just go s-- go right don't go up yet ,q4nc8
35,f,right ,q4nc8
36,f,"i'm about two centimetres from the ""h"" below it ",q4nc8
37,g,"yeah you're below the ""h"" yeah ",q4nc8
38,f,right below it okay ,q4nc8
39,g,okay ,q4nc8
40,g,then go straight up to the seagulls ,q4nc8
41,f,straight up to the seagulls ,q4nc8
42,f,which one the top one ,q4nc8
43,g,there's see how there's seagulls on the top left of the mountain there ,q4nc8
44,f,okay ,q4nc8
45,g,"just g-- just bypassing the just skirting the ""h"" go straight up to the seagulls ",q4nc8
46,f,okay ,q4nc8
47,g,okay ,q4nc8
48,g,and then turn right and and go along the the t-- ,q4nc8
49,f,so i'm just going over the top of the hill ,q4nc8
50,g,going over the top of the mountain yeah ,q4nc8
51,f,right okay ,q4nc8
52,f,to the other two wee seagulls ,q4nc8
53,g,yeah ,q4nc8
54,f,and it's a curve or a straight line or ,q4nc8
55,g,just uh whatever you like it doesn't matter as long as we miss the mountain ,q4nc8
56,f,slight curve ,q4nc8
57,f,okay ,q4nc8
58,g,okay ,q4nc8
59,g,ehm have you got a safari truck ,q4nc8
60,f,yes i have ,q4nc8
61,g,you have got a safari truck ,q4nc8
62,f,below an overgrown gully ,q4nc8
63,g,right ,q4nc8
64,f,you've not got an overg-- ,q4nc8
65,g,where's your where's your field station ,q4nc8
66,f,where's my field station ,q4nc8
67,f,across from the safari truck at the opposite side of the page virtually the same pa-- position ,q4nc8
68,g,how it's virtually the same position ,q4nc8
69,f,virtually the same position the other side left-hand side of the page just up slightly ,q4nc8
70,g,it's up slightly ,q4nc8
71,f,aye just slightly aye ,q4nc8
72,g,okay right ,q4nc8
73,f,a centimetre up ,q4nc8
74,g,right what what you've got to do here is you've got to drop down towards the safari truck ,q4nc8
75,f,y-- okay ,q4nc8
76,f,which side of the safari truck ,q4nc8
77,g,ehm drop down 'til until you're ,q4nc8
78,f,towards the right-hand side of it or towards ,q4nc8
79,g,right wait a minute let me see ,q4nc8
80,g,the the safari truck i think it it looks like a steering wheel on the right-hand side ,q4nc8
81,f,the right-hand side ,q4nc8
82,g,can you see it ,q4nc8
83,f,is it sort of handlebar type thing ,q4nc8
84,g,right see the see the right-hand see the right-hand wheel ,q4nc8
85,f,yes ,q4nc8
86,g,drop down towards that ,q4nc8
87,f,right okay but ,q4nc8
88,g,and and stop just just above the safari truck ,q4nc8
89,f,am i draw-- ,q4nc8
90,f,so i'm at the right-hand side of the highest viewpoint at the moment ,q4nc8
91,f,okay and ,q4nc8
92,g,yeah uh-huh ,q4nc8
93,g,and you're dropping straight down ,q4nc8
94,f,straight down right ,q4nc8
95,f,so i'm going to go through an overgrown gully ,q4nc8
96,g,oh right okay ,q4nc8
97,g,right skirt the overgrown gully and come ,q4nc8
98,f,right ,q4nc8
99,f,skirt it to the left or right ,q4nc8
100,g,'cause i i don't have an overgrown gully ,q4nc8
101,f,okay ,q4nc8
102,g,so skirt it and co-- and come back so that you're directly above the right-hand wheel of the safari truck ,q4nc8
103,f,okay ,q4nc8
104,f,"right above where that wee ""t"" sort of handlebar type thing is ",q4nc8
105,g,yeah yeah that one yeah ,q4nc8
106,f,of the safari truck ,q4nc8
107,f,right okay ,q4nc8
108,g,got it uh-huh ,q4nc8
109,f,i know where i'm going ,q4nc8
110,g,okay ,q4nc8
111,f,okay ,q4nc8
112,f,i'm right above the ,q4nc8
113,g,right you're ,q4nc8
114,g,right you now need to turn left ,q4nc8
115,f,okay i'm directly in line with the field station at this ,q4nc8
116,g,right that's fine okay ,q4nc8
117,g,"you you want to turn left and head towards the field station but don't right wait a minute and and stop when you are at er when you're directly below the ""t"" of highest viewpoint the the f-- ""t"" of highest ",q4nc8
118,f,right okay ,q4nc8
119,g,stop direct-- ,q4nc8
120,f,so just doing a straight line ,q4nc8
121,g,straight line uh-huh ,q4nc8
122,f,so i'm just at the other side of the safari truck now the left-hand side of it ,q4nc8
123,g,okay ,q4nc8
124,f,just a wee bit about a centimetre away from there ,q4nc8
125,g,yeah ,q4nc8
126,g,yeah fine ,q4nc8
127,f,okay ,q4nc8
128,g,ehm ,q4nc8
129,g,okay now ,q4nc8
130,g,you're ov-- ,q4nc8
131,g,aye just wait a minute i'm just at a complete blank where we are ,q4nc8
132,g,right we're ,q4nc8
133,f,eh we're just at the safari truck the top left-hand corner of it ,q4nc8
134,g,you're just at the l-- you're just at the left of the ,q4nc8
135,g,right okay ,q4nc8
136,g,ehm you ,q4nc8
137,f,"under ""t"" ",q4nc8
138,g,you don't have a field station in the middle do you ,q4nc8
139,f,no i don't ,q4nc8
140,g,you've got a banana tree ,q4nc8
141,f,i've got a banana tree ,q4nc8
142,f,yeah ,q4nc8
143,f,right ,q4nc8
144,g,right ,q4nc8
145,g,drop down 'til you're level with the top of the leaves of the banana tree d-- you're coming straight down and the banana tree is on your left ,q4nc8
146,f,right ,q4nc8
147,f,okay ,q4nc8
148,f,so i'm going straight down ,q4nc8
149,g,straight straight down until the to ,q4nc8
150,f,due south directly ,q4nc8
151,g,until due south until you come level with the top leaves of the banana tree ,q4nc8
152,g,okay ,q4nc8
153,f,okay ,q4nc8
154,g,and then go across and round the top of the banana go left to across and round ,q4nc8
155,f,right okay ,q4nc8
156,f,so quite a quite a long line ,q4nc8
157,g,round the top ,q4nc8
158,g,yeah ,q4nc8
159,f,round the top ,q4nc8
160,g,around the top of the banana tree ,q4nc8
161,f,okay ,q4nc8
162,f,and down the side of it ,q4nc8
163,g,okay ,q4nc8
164,g,and we're going down the side ,q4nc8
165,f,right so i'm going south down the side ,q4nc8
166,g,you're going south ,q4nc8
167,g,now you can come directly down ,q4nc8
168,g,have you got a gold mine ,q4nc8
169,f,no i certainly haven't ,q4nc8
170,g,no you don't ,q4nc8
171,g,have you got a rock fall at the bottom ,q4nc8
172,f,i have yes ,q4nc8
173,g,right okay ,q4nc8
174,g,come down nearly to the top of the rock fall ,q4nc8
175,f,just straight down south there's a massive line going south ,q4nc8
176,g,strai-- ,q4nc8
177,g,massive line going south ,q4nc8
178,f,so it's a c-- ni-- ,q4nc8
179,g,nearly to the nearly to the top of the rock fall ,q4nc8
180,f,and the same line as the start to the bottom of the diamond line mine at the very beginning ,q4nc8
181,g,yeah that's right uh-huh yeah yeah ,q4nc8
182,f,right ,q4nc8
183,g,that one ,q4nc8
184,f,straight down to the rock rock f-- at the bottom of it ,q4nc8
185,g,down at you're at the bottom of the rock fall ,q4nc8
186,g,no no sorry ,q4nc8
187,g,top of the rock fall ,q4nc8
188,f,right okay top ,q4nc8
189,g,okay ,q4nc8
190,g,and now take a diagonal to the rope bridge and you're going to go across the rope bridge ,q4nc8
191,f,right ,q4nc8
192,f,so i'm going up sort of north northeast ,q4nc8
193,g,yeah ,q4nc8
194,f,right ,q4nc8
195,f,so i'm going just a straight line up ,q4nc8
196,g,and just a straight diagonal line up t-- up to the rope bridge ,q4nc8
197,g,and across the rope bridge ,q4nc8
198,f,and then across it ,q4nc8
199,f,right i'm at the other side of it now ,q4nc8
200,g,okay right ,q4nc8
201,g,now i've got giraffes and ,q4nc8
202,f,right ,q4nc8
203,f,i've got crocodiles in between ,q4nc8
204,g,you've got crocodiles ,q4nc8
205,g,so obviously you need to miss the the you need to miss the crocodiles and you need to go round the giraffes ,q4nc8
206,g,and the giraffes are at er my giraffes are the very bottom right ,q4nc8
207,f,right ,q4nc8
208,f,that's where mine are ,q4nc8
209,g,and ,q4nc8
210,f,mmhmm ,q4nc8
211,g,you basically you you've got to go to the right of the giraffes ,q4nc8
212,f,right ,q4nc8
213,f,to the right ,q4nc8
214,f,now i'm so i'm at the top right i'm at the right-hand side of the rope bridge at the moment ,q4nc8
215,g,uh-huh ,q4nc8
216,f,so i'm going to go down ,q4nc8
217,g,basically what you're doing on my map you're dropping nearly straight down ,q4nc8
218,f,right okay ,q4nc8
219,g,going to the right very slightly and a-- and skirting the giraffes the gir-- the ,q4nc8
220,f,okay ,q4nc8
221,f,right i'm just going through the side of the crocodiles right 'cause i presume that's what oh no i'm i'm c-- i'm cutting his head off eh i'll go round that right there you are i've done a wee circle ,q4nc8
222,g,just go round them ,q4nc8
223,f,right ,q4nc8
224,f,i'm going down to the right of the giraffes ,q4nc8
225,f,right past the giraffes the third giraffe's tail ,q4nc8
226,g,yeah fine ,q4nc8
227,f,right okay ,q4nc8
228,f,where from there ,q4nc8
229,g,okay ehm ,q4nc8
230,f,down to the bottom of the giraffes ,q4nc8
231,g,right what what i've got here is i've got a great lake ,q4nc8
232,f,mmhmm ,q4nc8
233,f,so have i ,q4nc8
234,g,and that's the final that's the final obstacle on my map ,q4nc8
235,f,right okay ,q4nc8
236,f,so i'm at the bottom of the giraffes just now ,q4nc8
237,g,so ,q4nc8
238,g,you're at the bottom of the giraffes ,q4nc8
239,f,"i'm in line with the letter ""s"" of giraffes that's where my last line is ",q4nc8
240,g,s-- ,q4nc8
241,g,yeah that's fine ,q4nc8
242,g,right basically the gr-- the great lake's down at the bottom ,q4nc8
243,f,mmhmm ,q4nc8
244,f,left-hand side ,q4nc8
245,g,so you ,q4nc8
246,g,basically all you have to do is head left towards the the bottom of the great lake and go underneath the great lake ,q4nc8
247,f,right okay ,q4nc8
248,g,okay ,q4nc8
249,f,now i've got a disused disused warehouse in between the giraffes and the great lake ,q4nc8
250,g,so i ,q4nc8
251,g,well ,q4nc8
252,f,so how should i s-- ,q4nc8
253,f,my line be about ,q4nc8
254,g,is it is it above it or below it ,q4nc8
255,f,it's to the right-hand side of it ,q4nc8
256,g,it's the right sai-- hand side ,q4nc8
257,g,well i would go above the disused warehouse ,q4nc8
258,f,uh-huh ,q4nc8
259,f,right okay so i'm s-- ,q4nc8
260,f,uh-huh i see where you're going ,q4nc8
261,g,okay ,q4nc8
262,f,and i'm going to the bottom of the great lake so i'm sort of doing a a squiggly line ,q4nc8
263,g,yeah that's right uh-huh ,q4nc8
264,f,right okay ,q4nc8
265,g,above the disused warehouse below the great lake ,q4nc8
266,f,okay ,q4nc8
267,f,i'm below the great lake just now ,q4nc8
268,g,and ,q4nc8
269,g,finishing level with th-- the c-- come u-- straight up towards the field station ,q4nc8
270,f,right okay ,q4nc8
271,g,finishing level with the giraffes' kneecaps ,q4nc8
272,f,the giraffes' kneecaps ,q4nc8
273,g,see the giraffes' kneecaps ,q4nc8
274,f,oh god i've my field station's away up at the top of the page ,q4nc8
275,g,se-- ,q4nc8
276,g,finish at that finish ,q4nc8
277,g,no don't go right up to the field station just ,q4nc8
278,g,no you you shouldn't not as far as that ,q4nc8
279,f,right ,q4nc8
280,f,giraffes' kneecaps and that's the finish ,q4nc8
281,g,giraffes' kneecaps and that's the finish ,q4nc8
282,f,right ,q4nc8
283,f,i've gone a wee bit too far but i'll scrub that out ,q4nc8
284,g,okay ,q4nc8
285,f,finish very good that was good neil ,q4nc8
0,g,right ,q3nc3
1,g,so you're at the start ,q3nc3
2,f,uh-huh ,q3nc3
3,f,is that above the site of forest fire ,q3nc3
4,g,forest fire yeah ,q3nc3
5,f,right okay ,q3nc3
6,g,and you head down towards the bottom of the map past the side of ,q3nc3
7,f,through the forest fire ,q3nc3
8,g,no ,q3nc3
9,g,past the side of it heading ,q3nc3
10,f,which side ,q3nc3
11,g,the nearest the edge of the paper ,q3nc3
12,f,right ,q3nc3
13,g,head downwards ,q3nc3
14,f,mmhmm ,q3nc3
15,g,go right down underneath the picnic site ,q3nc3
16,f,don't have haven't got a picnic site ,q3nc3
17,g,curve round it ,q3nc3
18,g,draw one in ,q3nc3
19,f,where is it ,q3nc3
20,g,it's at the bottom of the map the bottom left-hand corner ,q3nc3
21,g,and if you go underneath that ,q3nc3
22,f,okay ,q3nc3
23,g,"underneath it and come back up to the other side of it in a ""u"" shape ",q3nc3
24,f,i-- ,q3nc3
25,f,right ,q3nc3
26,g,then go up past the the left of the adventure playground ,q3nc3
27,f,right ,q3nc3
28,g,and then turn right above the adventure playground ,q3nc3
29,g,okay ,q3nc3
30,f,ehm ,q3nc3
31,f,which side of the adventure playground ,q3nc3
32,g,right you've gone up the s-- the l-- past the left of it ,q3nc3
33,f,oh no ,q3nc3
34,f,i went up past it ,q3nc3
35,f,okay ,q3nc3
36,f,i'm away up past the left of it now ,q3nc3
37,g,and across the top of it ,q3nc3
38,f,right uh-huh ,q3nc3
39,g,and go along to about just past the middle of the page ,q3nc3
